roll_no,grade,name,points,school,section,friends,updated_at
885,9,Kale Moen,82,School 9,Section Section 2,"203, 560, 612, 660, 728, 775, 804",2023-06-25 00:41:44.117205+00:00
886,10,Vida Wyman,52,School 9,Section Section 4,"98, 309, 436, 587, 591, 637, 991",2023-07-05 14:35:37.118795+00:00
887,10,Fleta Batz,33,School 9,Section Section 1,"136, 156, 330, 398, 653, 822, 852",2023-07-25 11:03:08.120584+00:00
888,11,Avery Batz,61,School 9,Section Section 1,"130, 524, 675, 710, 925, 933",2023-07-01 05:16:32.121926+00:00
889,12,Wade Ebert,82,School 9,Section Section 1,"53, 67, 119, 315, 431, 556, 590, 713, 917, 950, 959, 963",2023-06-23 21:02:36.123276+00:00
890,12,Alba Bosco,22,School 9,Section Section 3,"275, 311, 500, 666, 696",2023-07-26 01:59:36.124668+00:00
891,10,Vidal King,57,School 9,Section Section 2,"153, 232, 258, 543, 559, 764, 769, 882, 907, 917",2023-06-09 22:57:53.126255+00:00
892,12,Vada Koss,26,School 9,Section Section 4,"51, 174, 214, 459, 462, 619, 623, 705, 798",2023-06-16 05:55:59.127639+00:00
893,11,Tina Smith,91,School 9,Section Section 1,"53, 473, 549, 602, 716, 760, 805, 872, 942",2023-06-28 04:32:26.129003+00:00
894,11,Rex Jacobi,13,School 9,Section Section 2,"140, 155, 505, 967",2023-06-09 18:52:18.130495+00:00
895,9,Tom Lakin,26,School 9,Section Section 4,"197, 238, 274, 387, 787, 976",2023-07-02 12:40:05.131857+00:00
896,9,Ryley Beer,24,School 9,Section Section 2,"351, 379, 659, 757, 785, 939",2023-07-12 13:10:19.133238+00:00
897,10,Aylin Kihn,32,School 9,Section Section 2,"330, 476, 738, 910, 925",2023-07-11 15:42:42.134611+00:00
898,11,Eva Hammes,53,School 9,Section Section 3,"352, 452, 854, 856, 920",2023-06-21 19:03:14.135961+00:00
899,12,Dixie Beer,1,School 9,Section Section 3,"66, 73, 550",2023-06-07 11:14:31.137457+00:00
900,11,Retha Toy,70,School 9,Section Section 3,"69, 132, 323, 329, 519, 539, 714",2023-07-20 08:59:47.138817+00:00
901,12,Jade Kihn,90,School 10,Section Section 3,"542, 549, 642",2023-07-03 00:48:58.140177+00:00
902,12,Mavis Jast,76,School 10,Section Section 1,"35, 98, 106, 192, 342, 345, 478, 645, 903, 993",2023-07-17 20:12:14.141703+00:00
903,12,Rae Mills,85,School 10,Section Section 1,"261, 380, 391, 650, 902",2023-06-24 21:27:19.143196+00:00
904,11,Russ Lang,93,School 10,Section Section 2,"138, 721, 932, 980",2023-07-13 04:29:10.144785+00:00
905,11,Judy Hills,44,School 10,Section Section 4,"449, 490, 616, 660, 731, 867, 868, 913, 944, 964",2023-07-07 15:36:38.146373+00:00
906,9,Alba Bosco,31,School 10,Section Section 1,"7, 188, 687, 786, 907",2023-07-17 03:01:41.147731+00:00
907,9,Nico Dare,88,School 10,Section Section 1,"60, 180, 286, 450, 569, 690, 793, 891, 906",2023-07-11 04:59:18.149098+00:00
908,10,Rex Jacobi,85,School 10,Section Section 1,"57, 70, 72, 739",2023-07-22 10:13:35.150432+00:00
909,10,Mya Rath,58,School 10,Section Section 2,"343, 626, 671, 680, 688, 722, 804, 855",2023-05-28 04:41:39.151798+00:00
910,10,Felipa Von,22,School 10,Section Section 4,"98, 576, 617, 897, 968",2023-05-30 21:19:56.153154+00:00
911,12,Eva Lakin,67,School 10,Section Section 3,"11, 26, 279, 288, 334, 336, 407, 528, 603, 630",2023-06-29 21:21:52.154517+00:00
912,11,Pat Hirthe,77,School 10,Section Section 3,"48, 143, 156, 250, 529, 542, 666, 856, 861",2023-06-23 16:29:23.156093+00:00
913,9,Lilla Beer,20,School 10,Section Section 4,"84, 163, 201, 905",2023-06-20 15:57:18.157619+00:00
914,11,Cora Mills,22,School 10,Section Section 2,"267, 288, 931",2023-07-07 22:33:28.158977+00:00
915,12,Nico Dare,99,School 10,Section Section 1,"39, 255, 385, 513, 578, 591, 619, 827, 982",2023-06-21 22:11:51.160335+00:00
916,10,Dee Hand,72,School 10,Section Section 3,"321, 582, 654, 684",2023-07-02 00:01:33.161837+00:00
917,12,Eva Hammes,84,School 10,Section Section 2,"612, 679, 768, 839, 889, 891, 952",2023-07-08 08:12:59.163202+00:00
918,10,Zane Runte,50,School 10,Section Section 1,"177, 223, 341, 403, 607, 755",2023-07-11 04:55:33.164580+00:00
919,12,Roel Jones,89,School 10,Section Section 2,"240, 268, 442, 516, 722, 780, 880",2023-07-21 16:37:19.165996+00:00
920,9,Roel Jones,45,School 10,Section Section 4,"345, 371, 539, 898, 938",2023-05-26 12:09:49.167429+00:00
921,9,Dena Purdy,56,School 10,Section Section 2,"442, 480, 617, 1000",2023-06-29 14:13:57.168902+00:00
922,11,Dixie Beer,12,School 10,Section Section 2,"11, 80, 99, 395, 445, 447, 544, 861",2023-07-02 00:07:49.170235+00:00
923,10,Mina Feil,0,School 10,Section Section 3,"474, 574, 618, 673, 681",2023-06-08 04:24:16.171625+00:00
924,12,Avery Batz,72,School 10,Section Section 1,"295, 514, 540, 569",2023-06-22 09:27:53.173142+00:00
925,12,Dee Rau,9,School 10,Section Section 3,"36, 380, 412, 425, 448, 819, 888, 897",2023-07-15 14:13:00.174515+00:00
926,11,Velva Rowe,71,School 10,Section Section 4,"42, 346, 933",2023-06-21 00:33:01.176106+00:00
927,11,Zane Runte,46,School 10,Section Section 1,"28, 52, 146, 523, 674",2023-06-21 01:48:44.177742+00:00
928,11,Mina Feil,78,School 10,Section Section 4,"76, 106, 146, 172, 285, 404, 583, 608, 959",2023-07-02 11:33:35.179117+00:00
929,11,Jose Nolan,29,School 10,Section Section 3,"128, 244, 281, 365, 373, 473, 506, 510, 535, 554, 683, 813, 949",2023-06-06 11:32:08.180496+00:00
930,9,Vida Wyman,12,School 10,Section Section 1,"130, 496, 843, 993",2023-06-10 01:22:08.181882+00:00
931,12,Larue Metz,40,School 10,Section Section 1,"67, 264, 419, 684, 737, 914, 939",2023-06-15 07:52:14.183371+00:00
932,9,Russ Lang,46,School 10,Section Section 4,"10, 469, 525, 570, 662, 769, 790, 797, 904",2023-06-19 18:20:54.184727+00:00
933,12,Roel Jones,47,School 10,Section Section 2,"145, 213, 237, 476, 888, 926, 968, 990",2023-06-01 02:45:32.186080+00:00
934,10,Luis Haley,15,School 10,Section Section 1,"2, 962",2023-07-16 08:45:51.187469+00:00
935,11,Wade Ebert,45,School 10,Section Section 4,"142, 552, 665, 698, 812",2023-07-15 16:41:51.188925+00:00
936,11,Cory Roob,2,School 10,Section Section 3,"93, 131, 133, 255, 439, 440, 572, 743, 981",2023-06-23 08:57:51.190294+00:00
937,11,Kale Moen,45,School 10,Section Section 3,"178, 305, 307, 694, 746",2023-06-20 05:25:59.191772+00:00
938,10,Rene Smith,57,School 10,Section Section 3,"136, 202, 257, 384, 621, 647, 920",2023-07-07 19:01:37.193387+00:00
939,10,Rene Smith,46,School 10,Section Section 4,"330, 462, 504, 563, 896, 931",2023-07-21 01:14:02.194788+00:00
940,12,Rex Jacobi,73,School 10,Section Section 4,"118, 136, 187, 347, 729",2023-07-07 19:47:42.196269+00:00
941,11,Elena Lind,15,School 10,Section Section 1,"5, 8, 105, 113, 193, 264, 458, 795, 963",2023-06-01 10:28:00.197928+00:00
942,11,Lia Ferry,100,School 10,Section Section 2,"323, 396, 515, 587, 629, 751, 893",2023-06-06 23:34:25.199485+00:00
943,12,Dena Purdy,96,School 10,Section Section 3,"243, 316, 594, 679, 789, 801",2023-06-20 21:37:53.200932+00:00
944,9,Ari Feeney,93,School 10,Section Section 3,"62, 139, 377, 399, 566, 707, 821, 822, 905",2023-05-29 01:24:05.202382+00:00
945,11,Kale Moen,71,School 10,Section Section 4,"90, 197, 205, 405, 537",2023-06-24 22:07:02.203832+00:00
946,11,Ayden Moen,95,School 10,Section Section 3,"205, 235, 441, 478, 515, 584, 667",2023-06-22 12:21:26.205264+00:00
947,9,Angie Beer,63,School 10,Section Section 3,"459, 478, 777, 836",2023-05-30 13:58:11.206627+00:00
948,11,Fern Moen,47,School 10,Section Section 2,"12, 370, 393, 449, 463, 669, 702, 721, 752, 994",2023-07-06 06:01:07.208065+00:00
949,12,Roel Jones,5,School 10,Section Section 1,"39, 193, 245, 929, 971",2023-06-10 23:49:29.209567+00:00
950,12,Emil Hills,21,School 10,Section Section 2,"42, 720, 726, 776, 881, 889",2023-06-12 04:49:42.211088+00:00
951,12,Dale Rohan,5,School 10,Section Section 1,"49, 426, 807",2023-07-12 11:09:42.212458+00:00
952,10,Lelah Wiza,97,School 10,Section Section 2,"68, 409, 826, 852, 874, 917",2023-06-20 09:25:09.214074+00:00
953,9,Velva Rowe,85,School 10,Section Section 3,"195, 222, 281, 441, 480, 543, 616, 663, 722, 748, 835, 985",2023-05-28 12:01:20.215418+00:00
954,9,Cory Roob,71,School 10,Section Section 3,"71, 313, 421, 437, 580, 585, 588, 665",2023-07-16 03:47:13.216761+00:00
955,10,Erna Huels,53,School 10,Section Section 4,"36, 310, 659",2023-06-18 09:25:18.218247+00:00
956,9,Tod Hintz,7,School 10,Section Section 1,"14, 106, 172, 179, 317, 324, 475",2023-07-05 21:07:25.219627+00:00
957,10,Jena Mraz,6,School 10,Section Section 2,"78, 404, 459, 762, 813, 851, 863",2023-06-12 11:46:34.220965+00:00
958,10,Bell Walsh,38,School 10,Section Section 3,"37, 303, 305, 344, 376, 444, 638, 679, 831, 984, 988",2023-06-20 16:08:32.222343+00:00
959,10,Dale Rohan,56,School 10,Section Section 4,"122, 360, 372, 608, 889, 928",2023-06-29 22:52:30.223727+00:00
960,12,Josie Rau,32,School 10,Section Section 3,"109, 131, 134, 377, 383, 409, 493, 504, 534, 535, 589",2023-06-05 04:28:26.225225+00:00
961,10,Erna Huels,87,School 10,Section Section 4,"2, 268, 403, 607, 687, 830",2023-06-17 06:26:51.226821+00:00
962,9,Alba Bosco,1,School 10,Section Section 3,"32, 174, 287, 313, 322, 430, 508, 704, 934",2023-07-23 00:50:58.228231+00:00
963,9,Janae Mohr,76,School 10,Section Section 4,"62, 101, 253, 284, 301, 657, 722, 839, 889, 941",2023-07-09 17:30:02.229708+00:00
964,9,Rod Cremin,27,School 10,Section Section 3,"52, 424, 772, 868, 905",2023-06-25 09:20:39.231054+00:00
965,10,Brad Walsh,73,School 10,Section Section 3,"187, 199, 231, 298, 540, 586, 646, 709, 750, 789, 854, 975",2023-07-03 18:22:26.232416+00:00
966,10,Rex Jacobi,53,School 10,Section Section 3,"42, 139, 193, 454, 540, 780",2023-07-03 09:33:24.233843+00:00
967,9,Sim Parker,65,School 10,Section Section 2,"538, 869, 894",2023-06-17 07:35:00.235308+00:00
968,12,Dee Hand,92,School 10,Section Section 2,"39, 88, 381, 452, 487, 731, 747, 910, 933",2023-07-04 14:00:54.236661+00:00
969,11,Dovie Jast,20,School 10,Section Section 2,"399, 625, 653, 837",2023-06-24 14:24:59.238101+00:00
970,11,Angie Beer,2,School 10,Section Section 1,"321, 433",2023-07-16 03:56:20.239455+00:00
971,11,Jan Little,97,School 10,Section Section 3,"507, 628, 706, 741, 799, 949",2023-07-11 00:39:54.240792+00:00
972,11,Dean Lang,1,School 10,Section Section 4,"35, 77, 168, 348, 723",2023-07-22 11:20:12.242409+00:00
973,11,Mina Feil,89,School 10,Section Section 2,"44, 120, 644, 675",2023-05-26 19:39:19.243886+00:00
974,12,Lura Ortiz,61,School 10,Section Section 2,"302, 341, 410, 768",2023-06-30 22:12:09.245240+00:00
975,10,Pat Hirthe,26,School 10,Section Section 1,"79, 447, 800, 965, 985",2023-06-10 10:00:15.246590+00:00
976,10,Lacey Hahn,97,School 10,Section Section 2,"147, 162, 393, 471, 507, 575, 694, 895",2023-07-25 18:50:26.248063+00:00
977,11,Kacey Mohr,72,School 10,Section Section 1,"174, 230, 284, 461, 465, 853",2023-05-29 21:49:31.249438+00:00
978,10,Tod Hintz,99,School 10,Section Section 3,"309, 692",2023-07-22 22:40:33.250946+00:00
979,11,Kylee Wolf,98,School 10,Section Section 1,"142, 147, 302, 430, 444, 455, 516, 813",2023-07-05 16:53:27.252284+00:00
980,12,Lura Ortiz,19,School 10,Section Section 2,"53, 113, 578, 678, 904",2023-06-07 06:10:57.253645+00:00
981,12,Fleta Batz,24,School 10,Section Section 3,"97, 104, 256, 299, 353, 936",2023-07-25 22:48:21.255193+00:00
982,10,Tom Jacobs,62,School 10,Section Section 3,"112, 118, 915",2023-06-24 14:53:48.256574+00:00
983,10,Guy Ward,80,School 10,Section Section 4,"9, 60, 292, 486, 518, 813",2023-06-24 02:01:31.258166+00:00
984,12,Vida Wyman,42,School 10,Section Section 1,"63, 255, 441, 494, 594, 958",2023-06-10 08:29:47.259524+00:00
985,11,Ted Rogahn,16,School 10,Section Section 1,"63, 112, 292, 297, 620, 696, 953, 975",2023-06-25 11:23:30.260874+00:00
986,10,Dean Lang,69,School 10,Section Section 1,147,2023-06-01 15:24:56.262595+00:00
987,9,Wendy Mohr,5,School 10,Section Section 4,"47, 82, 99, 289, 440, 475, 614, 720",2023-06-09 01:36:23.264087+00:00
988,12,Larue Metz,13,School 10,Section Section 3,"312, 332, 354, 381, 625, 958",2023-05-26 10:48:54.265441+00:00
989,9,Alba Bosco,90,School 10,Section Section 4,"70, 363, 443, 545, 575, 651, 718, 845, 869",2023-07-18 16:20:50.266803+00:00
990,12,Ryley Beer,25,School 10,Section Section 2,"172, 341, 703, 707, 761, 773, 933",2023-07-08 06:34:47.268168+00:00
991,12,Fern Moen,79,School 10,Section Section 1,"63, 66, 196, 224, 299, 404, 603, 611, 632, 886",2023-07-16 17:23:27.269502+00:00
992,10,Tod Hintz,56,School 10,Section Section 4,"208, 223, 337, 540",2023-07-21 09:28:17.271057+00:00
993,12,Sim Parker,28,School 10,Section Section 3,"82, 350, 359, 442, 549, 902, 930",2023-07-08 09:51:46.272494+00:00
994,11,Retha Toy,29,School 10,Section Section 1,"92, 334, 503, 554, 709, 814, 824, 948",2023-07-07 15:00:34.273860+00:00
995,11,Rex Jacobi,81,School 10,Section Section 4,"31, 139, 308, 600, 646",2023-06-23 07:21:59.275224+00:00
996,12,Ayden Moen,14,School 10,Section Section 2,"224, 436, 445, 546, 767",2023-06-10 19:38:57.276568+00:00
997,10,Wendy Mohr,83,School 10,Section Section 4,"101, 125, 130, 233, 272, 605, 742, 754, 809",2023-05-26 05:36:54.278054+00:00
998,9,Emil Hills,25,School 10,Section Section 2,"33, 46, 93, 174, 178, 338, 576, 732",2023-05-30 08:40:52.279423+00:00
999,10,Rod Carter,20,School 10,Section Section 3,"551, 690, 860",2023-06-07 15:06:11.281000+00:00
1000,9,Eva Lakin,56,School 10,Section Section 2,"55, 121, 472, 751, 754, 921",2023-06-15 21:00:50.282741+00:00
